what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1321744977414
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321744980031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321744988739
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321744991054
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1321744991222
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1321744991261
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321744991292
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321744991384
error,log,,,"Invalid model for itemRenderer: com.settinghead.wexpression.view.TemplateThumbnail",1321744993170
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321744999980
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321745001244
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321745017050
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321745018662
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321745021599
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321745037772
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1321745037961
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1321745038012
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321745038050
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321745038149
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321745043350
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1321745043505
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1321745043536
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1321745043562
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321745043637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745134559
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745177436
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745180058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745229343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745230275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745356407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745356947
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745386897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745393058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745394501
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321745397231
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321745422863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745429172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745430286
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321745434491
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745435917
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745437763
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745438630
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745499284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321745500404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747276167
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747281664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747303036
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747304202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747310581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747340545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747364147
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1321747378726
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321747379086
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321747382497
closed,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321747382497
error,log,,,"Invalid model for itemRenderer: com.settinghead.wexpression.view.TemplateThumbnail",1321747384278
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321747397381
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321747398921
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321747433447
error,log,,,"Invalid model for itemRenderer: com.settinghead.wexpression.view.TemplateThumbnail",1321747453775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321747465838
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321747468276
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321747487855
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321747490571
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321747496263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321747511429
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321747513350
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321747522078
error,log,,,"Invalid model for itemRenderer: com.settinghead.wexpression.view.TemplateThumbnail",1321747525182
executed,command,com.adobe.flexbuilder.editorcore,4.5.1.313231,"com.adobe.flexide.editorcore.toggle.comment",1321747530216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321747532391
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321747532937
error,log,,,"Invalid model for itemRenderer: com.settinghead.wexpression.view.TemplateThumbnail",1321747534283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747541422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747568946
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747570406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747574072
error,log,,,"Invalid model for itemRenderer: com.settinghead.wexpression.view.TemplateThumbnail",1321747580504
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747580580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747581355
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321747584375
error,log,,,"Invalid model for itemRenderer: com.settinghead.wexpression.view.TemplateThumbnail",1321747592854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747592989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747594735
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747605230
error,log,,,"Invalid model for itemRenderer: com.settinghead.wexpression.view.TemplateThumbnail",1321747606081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747607276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747608047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747614757
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321747621054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747624311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747632047
activated,view,com.adobe.flexbuilder.as.editor,4.5.1.313231,"com.adobe.flexbuilder.packageexplorer",1321747648688
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747659960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747660555
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747666783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747687458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747691086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321747708887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747712146
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747713356
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747713635
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321747714134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747720484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321747721947
activated,editor,com.adobe.flexbuilder.mxml.editor,4.5.1.313231,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1321747728052
